Company,Item,Calories,Calories From Fat,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrates (g),Dietary Fiber (g),Sugars (g),Protein (g),Total Fat (% Daily Value),Saturated Fat (% Daily Value),Cholesterol (% Daily Value),Sodium (% Daily Value),Total Carbohydrates (% Daily Value),Dietary Fiber (% Daily Value),Protein (% Daily Value),Vitamin A (% Daily Value),Vitamin C (% Daily Value),Calcium (% Daily Value),Iron (% Daily Value),Category,FreeStyle Points,SmartPoints,PointsPlus
Tim Hortons,Small Cafe Mocha,190,72,8.0,7.0,0.3,0.0,170.0,29.0,1.0,24.0,1.0,12.0,35.0,0.0,7.0,10.0,4.0,2.0,0.0,0.0,0.0,10.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Cafe Mocha,270,99,11.0,10.0,0.4,0.0,240.0,40.0,2.0,34.0,2.0,17.0,50.0,0.0,10.0,13.0,8.0,4.0,0.0,0.0,2.0,15.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Cafe Mocha,300,108,12.0,10.0,0.4,0.0,300.0,47.0,2.0,40.0,2.0,18.0,50.0,0.0,13.0,16.0,8.0,4.0,0.0,0.0,2.0,15.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Extra Large Cafe Mocha,330,108,12.0,11.0,0.4,0.0,350.0,51.0,2.0,43.0,2.0,18.0,55.0,0.0,15.0,17.0,8.0,4.0,0.0,0.0,2.0,15.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Cappuccino,120,40.5,4.5,3.0,0.1,20.0,120.0,11.0,0.0,11.0,8.0,7.0,15.0,7.0,5.0,4.0,0.0,16.0,10.0,0.0,30.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Caramel Iced Latte,220,45,5.0,3.0,0.1,20.0,140.0,37.0,0.0,34.0,8.0,8.0,15.0,7.0,6.0,12.0,0.0,16.0,8.0,0.0,25.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Caramel Latte,270,63,7.0,4.0,0.1,25.0,180.0,41.0,0.0,38.0,11.0,11.0,20.0,8.0,8.0,14.0,0.0,22.0,10.0,0.0,35.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Dark Roast Coffee,3,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Dark Roast Coffee,4,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Dark Roast Coffee,5,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Extra Large Dark Roast Coffee,5,0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Decaffeinated Coffee,3,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Decaffeinated Coffee,4,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Decaffeinated Coffee,5,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Extra Large Decaffeinated Coffee,5,0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Espresso,1,0.9,0.1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small French Vanilla Cappuccino,250,72,8.0,7.0,0.1,5.0,210.0,41.0,1.0,31.0,4.0,12.0,35.0,2.0,9.0,14.0,4.0,8.0,0.0,0.0,10.0,2.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium French Vanilla Cappuccino,310,90,10.0,9.0,0.1,5.0,270.0,52.0,2.0,40.0,5.0,15.0,45.0,2.0,11.0,17.0,8.0,10.0,0.0,0.0,15.0,2.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large French Vanilla Cappuccino,430,117,13.0,12.0,0.1,5.0,370.0,71.0,2.0,55.0,7.0,20.0,60.0,2.0,15.0,24.0,8.0,14.0,0.0,0.0,20.0,4.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Extra Large French Vanilla Cappuccino,550,153,17.0,15.0,0.1,5.0,480.0,91.0,3.0,70.0,9.0,26.0,75.0,2.0,20.0,30.0,12.0,18.0,0.0,2.0,25.0,6.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Hot Chocolate,240,54,6.0,5.0,0.2,0.0,360.0,45.0,2.0,38.0,2.0,9.0,25.0,0.0,15.0,15.0,8.0,4.0,0.0,0.0,2.0,15.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Hot Chocolate,300,63,7.0,6.0,0.2,0.0,460.0,57.0,3.0,49.0,2.0,11.0,30.0,0.0,19.0,19.0,12.0,4.0,0.0,0.0,2.0,20.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Hot Chocolate,420,90,10.0,9.0,0.3,0.0,630.0,79.0,4.0,67.0,3.0,15.0,45.0,0.0,26.0,26.0,16.0,6.0,0.0,0.0,2.0,25.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Extra Large Hot Chocolate,530,117,13.0,11.0,0.4,0.0,810.0,101.0,5.0,86.0,4.0,20.0,55.0,0.0,34.0,34.0,20.0,8.0,0.0,0.0,2.0,35.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Iced Capp,250,99,11.0,6.0,0.4,45.0,50.0,33.0,0.0,33.0,2.0,17.0,30.0,15.0,2.0,11.0,0.0,4.0,8.0,0.0,10.0,2.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Iced Capp,360,135,15.0,9.0,0.5,60.0,70.0,48.0,0.0,47.0,3.0,23.0,45.0,20.0,3.0,16.0,0.0,6.0,10.0,0.0,15.0,2.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Iced Capp,470,180,20.0,12.0,1.0,80.0,90.0,63.0,0.0,62.0,4.0,31.0,60.0,27.0,4.0,21.0,0.0,8.0,15.0,0.0,15.0,2.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Iced Coffee,120,63,7.0,4.0,0.3,25.0,60.0,12.0,0.0,8.0,1.0,11.0,20.0,8.0,3.0,4.0,0.0,2.0,6.0,0.0,6.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Iced Coffee,160,63,7.0,4.0,0.3,25.0,90.0,22.0,0.0,13.0,2.0,11.0,20.0,8.0,4.0,7.0,0.0,4.0,6.0,0.0,6.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Iced Coffee,260,99,11.0,7.0,0.4,45.0,135.0,33.0,0.0,21.0,3.0,17.0,35.0,15.0,6.0,11.0,0.0,6.0,8.0,0.0,10.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Iced Latte,100,36,4.0,2.5,0.1,15.0,100.0,9.0,0.0,9.0,7.0,6.0,13.0,5.0,4.0,3.0,0.0,14.0,8.0,0.0,25.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Latte,150,54,6.0,3.5,0.1,20.0,140.0,13.0,0.0,13.0,10.0,9.0,18.0,7.0,6.0,4.0,0.0,20.0,10.0,0.0,35.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Mocha Iced Capp,290,99,11.0,7.0,0.4,45.0,60.0,42.0,0.0,38.0,2.0,17.0,35.0,15.0,3.0,14.0,0.0,4.0,8.0,0.0,10.0,6.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Mocha Iced Capp,410,144,16.0,10.0,0.5,60.0,90.0,61.0,1.0,56.0,3.0,25.0,50.0,20.0,4.0,20.0,4.0,6.0,10.0,0.0,15.0,10.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Mocha Iced Capp,540,189,21.0,13.0,1.0,80.0,115.0,80.0,1.0,73.0,5.0,32.0,65.0,27.0,5.0,27.0,4.0,10.0,15.0,0.0,20.0,10.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Mocha Iced Coffee,160,63,7.0,4.5,0.3,25.0,75.0,21.0,0.0,13.0,2.0,11.0,23.0,8.0,3.0,7.0,0.0,4.0,6.0,0.0,6.0,6.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Mocha Iced Coffee,220,63,7.0,4.5,0.3,25.0,110.0,35.0,1.0,22.0,2.0,11.0,23.0,8.0,5.0,12.0,4.0,4.0,6.0,0.0,6.0,8.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Mocha Iced Latte,200,40.5,4.5,2.5,0.1,15.0,350.0,33.0,1.0,31.0,8.0,7.0,13.0,5.0,15.0,11.0,4.0,16.0,8.0,0.0,25.0,10.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Mocha Latte,240,54,6.0,3.5,0.1,20.0,390.0,37.0,1.0,35.0,11.0,9.0,18.0,7.0,16.0,12.0,4.0,22.0,10.0,0.0,35.0,10.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Original Blend Coffee,3,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Original Blend Coffee,4,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Original Blend Coffee,5,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Extra Large Original Blend Coffee,5,0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Pumpkin Spice Iced Capp,361,180,20.0,14.1,0.7,61.0,95.0,48.0,0.7,45.0,3.0,31.0,71.0,20.0,4.0,16.0,3.0,6.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Pumpkin Spice Iced Capp,470,225,25.0,17.0,0.9,81.0,125.0,62.0,0.9,58.0,4.0,38.0,85.0,27.0,5.0,21.0,4.0,8.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Pumpkin Spice Iced Capp,594,243,27.0,18.2,0.8,89.0,156.0,79.0,1.2,74.0,5.0,42.0,91.0,30.0,7.0,26.0,5.0,10.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Pumpkin Spice Latte,238,87.3,9.7,7.8,0.1,19.0,137.0,30.0,0.1,28.0,7.0,15.0,39.0,6.0,6.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Pumpkin Spice Latte,315,108,12.0,9.2,0.2,29.0,214.0,40.0,0.1,38.0,11.0,18.0,46.0,10.0,9.0,13.0,0.0,22.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Pumpkin Spice Latte,392,135,15.0,10.7,0.2,38.0,249.0,40.0,0.1,48.0,15.0,23.0,54.0,13.0,10.0,13.0,0.0,30.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Tea Latte,150,54,6.0,3.5,0.1,20.0,135.0,13.0,0.0,13.0,10.0,9.0,18.0,7.0,6.0,4.0,0.0,20.0,11.0,0.0,34.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Vanilla Iced Latte,160,36,4.0,2.5,0.1,15.0,100.0,24.0,0.0,23.0,7.0,6.0,13.0,5.0,4.0,8.0,0.0,14.0,8.0,0.0,25.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Vanilla Latte,200,54,6.0,3.5,0.1,20.0,140.0,28.0,0.0,27.0,10.0,9.0,18.0,7.0,6.0,9.0,0.0,20.0,10.0,0.0,35.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Apple Fritter Donut,310,72,8.0,3.5,0.0,0.0,330.0,53.0,2.0,19.0,7.0,12.0,18.0,0.0,14.0,18.0,8.0,14.0,0.0,4.0,4.0,15.0,Donuts,,,
Tim Hortons,Boston Cream Filled Donut,220,54,6.0,2.5,0.0,0.0,250.0,37.0,1.0,15.0,5.0,9.0,13.0,0.0,10.0,12.0,4.0,10.0,0.0,0.0,2.0,10.0,Donuts,,,
Tim Hortons,Canadian Maple Filled Donut,210,54,6.0,2.5,0.0,0.0,250.0,37.0,1.0,16.0,5.0,9.0,13.0,0.0,10.0,12.0,4.0,10.0,0.0,0.0,2.0,10.0,Donuts,,,
Tim Hortons,Chocolate Cruller,330,162,18.0,9.0,0.3,50.0,200.0,39.0,0.0,24.0,2.0,28.0,45.0,17.0,8.0,13.0,0.0,4.0,1.0,0.0,1.0,2.0,Donuts,,,
Tim Hortons,Chocolate Dip Donut,200,54,6.0,2.5,0.0,0.0,210.0,34.0,1.0,13.0,4.0,9.0,13.0,0.0,9.0,11.0,4.0,8.0,0.0,0.0,2.0,10.0,Donuts,,,
Tim Hortons,Chocolate Eclair,290,81,9.0,6.0,0.1,0.0,230.0,47.0,1.0,20.0,5.0,14.0,30.0,0.0,10.0,16.0,4.0,10.0,0.0,0.0,2.0,14.0,Donuts,,,
Tim Hortons,Chocolate Glazed Donut,280,126,14.0,6.0,0.1,5.0,320.0,37.0,1.0,19.0,4.0,22.0,30.0,2.0,13.0,12.0,4.0,8.0,0.0,0.0,2.0,15.0,Donuts,,,
Tim Hortons,Chocolate Marble Donut,290,126,14.0,6.0,0.0,5.0,320.0,39.0,1.0,19.0,4.0,22.0,30.0,2.0,13.0,13.0,4.0,8.0,0.0,0.0,2.0,16.0,Donuts,,,
Tim Hortons,Coconut Cream Donut,230,63,7.0,3.5,0.0,0.0,250.0,39.0,1.0,16.0,5.0,11.0,18.0,0.0,10.0,13.0,4.0,10.0,0.0,0.0,1.0,12.0,Donuts,,,
Tim Hortons,Double Chocolate Donut,260,126,14.0,6.0,0.1,5.0,320.0,32.0,1.0,14.0,4.0,22.0,30.0,2.0,13.0,11.0,4.0,8.0,0.0,0.0,2.0,15.0,Donuts,,,
Tim Hortons,Easter Nest Dream Donut,347,108,12.0,7.0,0.1,2.5,199.0,55.0,1.0,31.0,5.0,18.0,35.0,1.0,8.0,18.0,4.0,10.0,0.0,0.0,0.0,0.0,Donuts,,,
Tim Hortons,Honey Cruller,280,162,18.0,9.0,0.3,50.0,200.0,27.0,0.0,12.0,2.0,28.0,45.0,17.0,8.0,9.0,0.0,4.0,0.0,0.0,2.0,2.0,Donuts,,,
Tim Hortons,Honey Dip Donut,220,54,6.0,2.5,0.0,0.0,210.0,39.0,1.0,19.0,4.0,9.0,13.0,0.0,9.0,13.0,4.0,8.0,0.0,0.0,2.0,10.0,Donuts,,,
Tim Hortons,Long John,260,54,6.0,4.0,0.0,0.0,160.0,47.0,1.0,27.0,4.0,9.0,20.0,0.0,7.0,16.0,4.0,8.0,0.0,0.0,1.0,10.0,Donuts,,,
Tim Hortons,Maple Cruller,330,162,18.0,9.0,0.3,50.0,200.0,39.0,0.0,24.0,2.0,28.0,45.0,17.0,8.0,13.0,0.0,4.0,1.0,0.0,1.0,2.0,Donuts,,,
Tim Hortons,Maple Dip Donut,200,54,6.0,2.5,0.0,0.0,210.0,34.0,1.0,14.0,4.0,9.0,13.0,0.0,9.0,11.0,4.0,8.0,0.0,0.0,2.0,10.0,Donuts,,,
Tim Hortons,Maple Eclair,290,81,9.0,6.0,0.1,0.0,230.0,46.0,1.0,20.0,5.0,14.0,30.0,0.0,10.0,15.0,4.0,10.0,0.0,0.0,2.0,14.0,Donuts,,,
Tim Hortons,Maple Swirl Donut,230,54,6.0,2.5,0.0,0.0,250.0,41.0,1.0,19.0,5.0,9.0,13.0,0.0,10.0,14.0,4.0,10.0,0.0,0.0,1.0,12.0,Donuts,,,
Tim Hortons,Old Fashion Dip Donut,240,90,10.0,5.0,0.1,15.0,270.0,33.0,1.0,15.0,3.0,15.0,25.0,5.0,11.0,11.0,4.0,6.0,0.0,0.0,4.0,10.0,Donuts,,,
Tim Hortons,Old Fashion Glazed Donut,260,90,10.0,5.0,0.1,15.0,270.0,37.0,1.0,19.0,3.0,15.0,25.0,5.0,11.0,12.0,4.0,6.0,0.0,0.0,4.0,10.0,Donuts,,,
Tim Hortons,Old Fashion Plain Donut,210,90,10.0,5.0,0.1,15.0,260.0,25.0,1.0,8.0,3.0,15.0,25.0,5.0,11.0,8.0,4.0,6.0,0.0,0.0,4.0,10.0,Donuts,,,
Tim Hortons,Raspberry Filled Donut,200,45,5.0,2.0,0.0,0.0,220.0,33.0,1.0,12.0,4.0,8.0,10.0,0.0,9.0,11.0,4.0,8.0,0.0,0.0,2.0,10.0,Donuts,,,
Tim Hortons,Sour Cream Glazed Donut,320,144,16.0,8.0,0.1,10.0,220.0,40.0,1.0,23.0,3.0,25.0,40.0,3.0,9.0,13.0,4.0,6.0,0.0,0.0,2.0,8.0,Donuts,,,
Tim Hortons,Sour Cream Plain Donut,270,144,16.0,8.0,0.1,10.0,210.0,27.0,1.0,11.0,3.0,25.0,40.0,3.0,9.0,9.0,4.0,6.0,0.0,0.0,2.0,8.0,Donuts,,,
Tim Hortons,Strawberry Filled Donut,200,45,5.0,2.0,0.0,0.0,230.0,34.0,1.0,14.0,5.0,8.0,10.0,0.0,10.0,11.0,4.0,10.0,0.0,0.0,2.0,15.0,Donuts,,,
Tim Hortons,Strawberry Shortcake Donut,250,81,9.0,6.0,0.0,0.0,250.0,38.0,1.0,18.0,5.0,14.0,30.0,0.0,10.0,13.0,4.0,10.0,0.0,0.0,2.0,15.0,Donuts,,,
Tim Hortons,Strawberry Vanilla Filled Donut,230,45,5.0,2.0,0.0,0.0,230.0,41.0,1.0,20.0,5.0,8.0,10.0,0.0,10.0,14.0,4.0,10.0,0.0,0.0,2.0,15.0,Donuts,,,
Tim Hortons,Sugar Loop Donut,180,54,6.0,2.5,0.0,0.0,210.0,28.0,1.0,8.0,4.0,9.0,13.0,0.0,9.0,9.0,4.0,8.0,0.0,0.0,2.0,10.0,Donuts,,,
Tim Hortons,Toasted Coconut Timbits,90,36,4.0,1.5,0.0,5.0,75.0,15.0,1.0,9.0,1.0,6.0,8.0,2.0,3.0,5.0,4.0,2.0,0.0,0.0,1.0,3.0,Donuts,,,
Tim Hortons,Apple Juice,130,0,0.0,0.0,0.0,0.0,30.0,32.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,100.0,0.0,2.0,Drinks,,,
Tim Hortons,Small Creamy Chocolate Chill,380,144,16.0,11.0,0.5,45.0,220.0,53.0,1.0,50.0,3.0,25.0,55.0,15.0,9.0,18.0,4.0,6.0,10.0,0.0,10.0,8.0,Drinks,,,
Tim Hortons,Medium Creamy Chocolate Chill,510,180,20.0,14.0,1.0,60.0,360.0,77.0,2.0,72.0,4.0,31.0,70.0,20.0,15.0,26.0,8.0,8.0,10.0,0.0,15.0,15.0,Drinks,,,
Tim Hortons,Large Creamy Chocolate Chill,660,225,25.0,17.0,1.0,80.0,510.0,102.0,2.0,95.0,5.0,38.0,85.0,27.0,21.0,34.0,8.0,10.0,15.0,0.0,20.0,20.0,Drinks,,,
Tim Hortons,Small Frozen Lemonade,110,0.9,0.1,0.0,0.0,0.0,10.0,27.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,Drinks,,,
Tim Hortons,Medium Frozen Lemonade,160,9,1.0,0.0,0.0,0.0,15.0,40.0,0.0,37.0,0.0,2.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,Drinks,,,
Tim Hortons,Large Frozen Lemonade,210,1.8,0.2,0.0,0.0,0.0,20.0,52.0,0.0,49.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,Drinks,,,
Tim Hortons,Small Mixed Berry Real Fruit Chill,140,0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,Drinks,,,
Tim Hortons,Medium Mixed Berry Real Fruit Chill,200,0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,47.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,4.0,0.0,Drinks,,,
Tim Hortons,Large Mixed Berry Real Fruit Chill,260,0,0.0,0.0,0.0,0.0,65.0,66.0,0.0,61.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,4.0,0.0,Drinks,,,
Tim Hortons,Small Mixed Berry Smoothie with Greek Yogurt,150,9,1.0,0.5,0.0,5.0,55.0,32.0,0.0,30.0,3.0,2.0,3.0,2.0,2.0,11.0,0.0,6.0,0.0,0.0,10.0,0.0,Drinks,,,
Tim Hortons,Medium Mixed Berry Smoothie with Greek Yogurt,220,13.5,1.5,1.0,0.0,5.0,80.0,47.0,0.0,43.0,5.0,2.0,5.0,2.0,3.0,16.0,0.0,10.0,0.0,0.0,15.0,0.0,Drinks,,,
Tim Hortons,Large Mixed Berry Smoothie with Greek Yogurt,290,13.5,1.5,1.0,0.0,5.0,105.0,62.0,0.0,57.0,7.0,2.0,5.0,2.0,4.0,21.0,0.0,14.0,0.0,0.0,20.0,0.0,Drinks,,,
Tim Hortons,Orange Juice,140,0,0.0,0.0,0.0,0.0,30.0,35.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,100.0,0.0,2.0,Drinks,,,
Tim Hortons,Small Raspberry Frozen Lemonade,120,0.9,0.1,0.0,0.0,0.0,10.0,28.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,Drinks,,,
Tim Hortons,Medium Raspberry Frozen Lemonade,170,0.9,0.1,0.0,0.0,0.0,15.0,41.0,0.0,37.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,Drinks,,,
Tim Hortons,Large Raspberry Frozen Lemonade,220,1.8,0.2,0.0,0.0,0.0,20.0,53.0,0.0,49.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,Drinks,,,
Tim Hortons,Small Strawberry Banana Smoothie with Greek Yogurt,140,9,1.0,0.5,0.0,5.0,30.0,30.0,0.0,27.0,3.0,2.0,3.0,2.0,1.0,10.0,0.0,6.0,0.0,0.0,10.0,0.0,Drinks,,,
Tim Hortons,Medium Strawberry Banana Smoothie with Greek Yogurt,200,13.5,1.5,1.0,0.0,5.0,45.0,44.0,0.0,40.0,5.0,2.0,5.0,2.0,2.0,15.0,0.0,10.0,0.0,0.0,15.0,2.0,Drinks,,,
Tim Hortons,Large Strawberry Banana Smoothie with Greek Yogurt,270,13.5,1.5,1.0,0.0,5.0,60.0,58.0,1.0,52.0,7.0,2.0,5.0,2.0,3.0,19.0,4.0,14.0,0.0,0.0,20.0,2.0,Drinks,,,
Tim Hortons,Small Tropical Fruit Smoothie with Greek Yogurt,150,9,1.0,0.5,0.0,5.0,55.0,32.0,0.0,30.0,3.0,2.0,3.0,2.0,2.0,11.0,0.0,6.0,0.0,0.0,10.0,0.0,Drinks,,,
Tim Hortons,Medium Tropical Fruit Smoothie with Greek Yogurt,220,13.5,1.5,1.0,0.0,5.0,80.0,47.0,0.0,43.0,5.0,2.0,5.0,2.0,3.0,16.0,0.0,10.0,0.0,0.0,15.0,0.0,Drinks,,,
Tim Hortons,Large Tropical Fruit Smoothie with Greek Yogurt,290,13.5,1.5,1.0,0.0,5.0,105.0,62.0,0.0,57.0,7.0,2.0,5.0,2.0,4.0,21.0,0.0,14.0,0.0,0.0,20.0,0.0,Drinks,,,
Tim Hortons,Small Tropical Real Fruit Chill,140,0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,Drinks,,,
Tim Hortons,Medium Tropical Real Fruit Chill,200,0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,47.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,4.0,0.0,Drinks,,,
Tim Hortons,Large Tropical Real Fruit Chill,260,0,0.0,0.0,0.0,0.0,65.0,66.0,0.0,61.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,4.0,0.0,Drinks,,,
Tim Hortons,Bacon Grilled Cheese Melt,600,288,32.0,18.0,0.5,85.0,1650.0,45.0,4.0,3.0,36.0,49.0,90.0,28.0,69.0,15.0,16.0,72.0,23.0,0.0,57.0,24.0,Sandwiches and Wraps,,,
Tim Hortons,BLT Sandwich,420,135,15.0,4.0,0.1,20.0,770.0,56.0,3.0,2.0,17.0,23.0,20.0,7.0,32.0,19.0,12.0,34.0,2.0,15.0,2.0,30.0,Sandwiches and Wraps,,,
Tim Hortons,Chicken Bacon Ranch Wrap,430,171,19.0,7.0,0.3,70.0,1060.0,40.0,3.0,4.0,27.0,29.0,35.0,23.0,44.0,13.0,12.0,54.0,10.0,40.0,30.0,25.0,Sandwiches and Wraps,,,
Tim Hortons,Chicken Ranch Wrap Snacker,170,45,5.0,1.5,0.0,30.0,510.0,19.0,2.0,1.0,12.0,8.0,8.0,10.0,21.0,6.0,8.0,24.0,1.0,17.0,9.0,12.0,Sandwiches and Wraps,,,
Tim Hortons,Chicken Salad Wrap,350,117,13.0,3.0,0.2,40.0,910.0,38.0,2.0,3.0,20.0,20.0,15.0,13.0,38.0,13.0,8.0,40.0,1.0,19.0,16.0,21.0,Sandwiches and Wraps,,,
Tim Hortons,Chicken Salad Wrap Snacker,180,63,7.0,1.5,0.1,25.0,510.0,18.0,1.0,0.0,11.0,11.0,8.0,8.0,21.0,6.0,4.0,22.0,0.0,10.0,9.0,11.0,Sandwiches and Wraps,,,
Tim Hortons,Chicken Strips,320,144,16.0,2.5,0.2,50.0,530.0,25.0,1.0,0.0,21.0,25.0,13.0,17.0,22.0,8.0,4.0,42.0,0.0,2.0,4.0,10.0,Sandwiches and Wraps,,,
Tim Hortons,Chipotle Cheddar Chicken Wrap,430,162,18.0,7.0,0.3,70.0,1070.0,41.0,3.0,4.0,27.0,28.0,35.0,23.0,45.0,14.0,12.0,54.0,15.0,45.0,30.0,30.0,Sandwiches and Wraps,,,
